title,link,image,price,delivery,rating,reviews,category
Fancy Sensational Men Shirts,https://www.meesho.com/indian-clothing-mens-cotton-grab-check-full-sleeve-shirts/p/pqpmw,https://images.meesho.com/images/products/43236680/g0qfb_512.jpg?width=360,₹376,Free Delivery,4,2189 Reviews,Men Shirts
Comfy Modern Men Shirts,https://www.meesho.com/febtak-mens-causal-shirt/p/9cvchm,https://images.meesho.com/images/products/565813498/albgv_512.jpg?width=360,₹465,Free Delivery,3.4,0 Reviews,Men Shirts
Classic Ravishing Men Shirts,https://www.meesho.com/men-shirts-shirt-for-men-men-check-shirt-checks-shirts-for-mens-shirt-shirts-casual-shirt-formal-shirt-blue-shirt-party-wear-shirt-shirt-for-men-shirts-shirts-for-mens-office-shirt-full-sleeve-shirt-men-formal-shirts/p/5spszt,https://images.meesho.com/images/products/350564105/jzsun_512.jpg?width=360,₹252,Free Delivery,3.8,4041 Reviews,Men Shirts
Classic Ravishing Men Shirts,https://www.meesho.com/lycra-full-sleeves-shirt/p/68cp9q,https://images.meesho.com/images/products/376826606/k75cj_512.jpg?width=360,₹269,Free Delivery,3.9,481 Reviews,Men Shirts
Trendy Fashionable Men Shirts,https://www.meesho.com/premium-shirt-for-men/p/91c16r,https://images.meesho.com/images/products/546436611/rscdj_512.jpg?width=360,₹370,Free Delivery,3.4,0 Reviews,Men Shirts
Pretty Modern Men Shirts,https://www.meesho.com/plus-size-full-sleeves-cotton-checks-shirts-for-men-2xl-3xl-4xl-shirt-for-man-4xl-shirt-3xl-shirt-plain-printed-checks-shirt-for-men-2-xl-3-xl-4-xl/p/2zi4bf,https://images.meesho.com/images/products/180564315/qmemg_512.jpg?width=360,₹341,Free Delivery,4,470 Reviews,Men Shirts
Banana Plug Men's Shirts,https://www.meesho.com/banana-plug-mens-checked-regular-spread-collar-navy-blue-shirts/p/69kco3,https://images.meesho.com/images/products/378863139/7idap_512.jpg?width=360,₹237,Free Delivery,3.8,712 Reviews,Men Shirts
Trendy Graceful Men Shirts,https://www.meesho.com/premium-shirt-for-men/p/90bys1,https://images.meesho.com/images/products/544753873/eu9ph_512.jpg?width=360,₹373,Free Delivery,3.4,0 Reviews,Men Shirts
Stylish Fashionista Men Shirts,https://www.meesho.com/sk-fashion-mens-casual-check-shirt-cottton-wear-shirt/p/7lxptb,https://images.meesho.com/images/products/460108271/jskdt_512.jpg?width=360,₹230,Free Delivery,4,383 Reviews,Men Shirts
Stylish Fashionable Men Shirts,https://www.meesho.com/mens-cotton-casual-printed-striped-stylish-latest-shirt-for-men/p/8xpkbq,https://images.meesho.com/images/products/540349478/e1hge_512.jpg?width=360,₹383,Free Delivery,3.9,31 Reviews,Men Shirts
Comfy Designer Women Jeans,https://www.meesho.com/women-denim/p/3h5dk5,https://images.meesho.com/images/products/210202853/mojbz_512.jpg?width=360,₹245,Free Delivery,3.7,116 Reviews,Women Jeans
Stylish Partywear Women Jeans,https://www.meesho.com/women-girls-jeans-high-waist/p/86qnn2,https://images.meesho.com/images/products/495050798/mnhs2_512.jpg?width=360,₹208,Free Delivery,3.9,1242 Reviews,Women Jeans
Classic Glamorous Women Jeans,https://www.meesho.com/comfy-ravishing-women-straight-jeans/p/6qn19t,https://images.meesho.com/images/products/407541809/xzlk3_512.jpg?width=360,₹416,Free Delivery,3.9,1662 Reviews,Women Jeans
Classic Designer Women Jeans,https://www.meesho.com/women-jeans-skinny-fit-perfect-looking/p/78w6i5,https://images.meesho.com/images/products/438201581/y3noq_512.jpg?width=360,₹391,Free Delivery,3.8,115 Reviews,Women Jeans
Classic Retro Women Jeans,https://www.meesho.com/bottom-ruff-jeans-for-women-fashion-dark-blue/p/8rnmqb,https://images.meesho.com/images/products/530181587/qsagb_512.jpg?width=360,₹225,Free Delivery,3.5,8 Reviews,Women Jeans
Stylish Solid Denim Jeans Vol 3,https://www.meesho.com/trendy-solid-denim-jean/p/2tv39,https://images.meesho.com/images/products/4752549/1_512.jpg?width=360,₹373,Free Delivery,4,10039 Reviews,Women Jeans
Classy Retro Women Jeans,https://www.meesho.com/women-3-button-high-waist-jeans/p/6ttyzy,https://images.meesho.com/images/products/412904302/h4yqd_512.jpg?width=360,₹325,Free Delivery,3.7,1733 Reviews,Women Jeans
Pretty Sensational Women Jeans,https://www.meesho.com/women-jeans-jean-for-women-women-denim-jeans-women-bell-bottom-plazzo-women-denim-plazzo/p/6zx1ly,https://images.meesho.com/images/products/423125350/med9e_512.jpg?width=360,₹309,Free Delivery,3.8,2314 Reviews,Women Jeans
Classy Fabulous Women Women Trousers,https://www.meesho.com/new-trendy-trouser-fow-women-women-cargo-six-pocket-black/p/96yg33,https://images.meesho.com/images/products/555880431/ufxdg_512.jpg?width=360,₹333,Free Delivery,4.3,12 Reviews,Women Jeans
Pretty Elegant Women Jeans,https://www.meesho.com/jeans/p/1aj5g0,https://images.meesho.com/images/products/78155856/uxkio_512.jpg?width=360,₹276,Free Delivery,3.7,35703 Reviews,Women Jeans
Comfy Latest Women Jeans,https://www.meesho.com/stretchable-evergreen-fashion-light-blue-jeans-shaping-jeans-slim-fit-jeans-flare-jeans-high-waisted-jeans-boyfriend-jeans-wide-leg-jeans-classic-blue-jeans-black-retro-skinny-jeans-straight-leg-skinny-crop-boot-cut/p/7fq1b1,https://images.meesho.com/images/products/449672221/eynqx_512.jpg?width=360,₹535,Free Delivery,4,9 Reviews,Women Jeans
Classy Partywear Women Jeans,https://www.meesho.com/wide-leg-jeans-for-girls-and-women/p/6v92kw,https://images.meesho.com/images/products/415288400/jn5nw_512.jpg?width=360,₹225,Free Delivery,4,7686 Reviews,Women Jeans
Stylish Designer Women Jeans,https://www.meesho.com/women-plazo-denim/p/7xu1lu,https://images.meesho.com/images/products/480092322/vx55y_512.jpg?width=360,₹244,Free Delivery,4,109 Reviews,Women Jeans
Pretty Designer Women Jeans,https://www.meesho.com/girls-cute-fashionable-festive-stylish-denim-jeans-for-women/p/7nvphx,https://images.meesho.com/images/products/463373781/zmjoo_512.jpg?width=360,₹381,Free Delivery,4.1,2549 Reviews,Women Jeans
Comfy Elegant Women Jeans,https://www.meesho.com/women-jeans/p/931dk,https://images.meesho.com/images/products/15258296/p1bd9_512.jpg?width=360,₹410,Free Delivery,3.8,546 Reviews,Women Jeans
Trendy Modern Women Jeans,https://www.meesho.com/bellbottom-trendy-cargo-pockets-black-jeans-trouser-utility-style-high-waisted/p/77agxf,https://images.meesho.com/images/products/435509043/zjhz8_512.jpg?width=360,₹255,Free Delivery,4,75 Reviews,Women Jeans
Men Cotton Blend Jeans,https://www.meesho.com/men-cotton-blend-jeans/p/2op2jh,https://images.meesho.com/images/products/162412829/hqxog_512.jpg?width=360,₹353,Free Delivery,3.9,26951 Reviews,Men Jeans
Elegant Modern Men Jeans,https://www.meesho.com/stylish-latest-men-jens/p/64ggvb,https://images.meesho.com/images/products/370283879/tudwu_512.jpg?width=360,₹486,Free Delivery,3.7,4534 Reviews,Men Jeans
Men Skinny Jeans,https://www.meesho.com/24db-xl-plane-men-royal/p/6v83bw,https://images.meesho.com/images/products/415242716/iuh7m_512.jpg?width=360,₹342,Free Delivery,4,8776 Reviews,Men Jeans
Men Straight Jeans,https://www.meesho.com/mens-stretchable-straight-fit-mid-rise-jeans-pack-of-3-dark-blue-light-blue-grey/p/92vq2g,https://images.meesho.com/images/products/549034936/77arp_512.jpg?width=360,"₹1,027 ",Free Delivery,4.1,99 Reviews,Men Jeans
Men Slim Jeans,https://www.meesho.com/mens-stretchable-slim-fit-mid-rise-jeans-pack-of-3-dark-blue-olive-coffee/p/90q4wd,https://images.meesho.com/images/products/545414989/6pypp_512.jpg?width=360,₹995,Free Delivery,4.1,32 Reviews,Men Jeans
Men Regular Jeans,https://www.meesho.com/mens-classic-fit-blue-denim-jeans-straight-leg-stretchable-casual-stylish/p/9biako,https://images.meesho.com/images/products/563524872/gwume_512.jpg?width=360,₹685,Free Delivery,3,0 Reviews,Men Jeans
Men Slim Jeans,https://www.meesho.com/comfortable-partycasual-wear-full-length-cotton-jeans-for-men-fashiongrey-knitts/p/6t8jz9,https://images.meesho.com/images/products/411905061/moyyo_512.jpg?width=360,₹487,Free Delivery,3.9,3248 Reviews,Men Jeans
Men Regular Jeans,https://www.meesho.com/dark-blue-jeans/p/7x66a4,https://images.meesho.com/images/products/478978636/yy3s6_512.jpg?width=360,₹339,Free Delivery,4.1,324 Reviews,Men Jeans
Men Denim Casual Jeans,https://www.meesho.com/men-denim-stylish-casual-jeans-pant-grey/p/68utoa,https://images.meesho.com/images/products/377672122/qufzs_512.jpg?width=360,₹458,Free Delivery,3.8,7793 Reviews,Men Jeans
Fancy Glamarous Men Jeans,https://www.meesho.com/stylish-latest-men-jeans/p/640jtw,https://images.meesho.com/images/products/369541220/zpnck_512.jpg?width=360,₹462,Free Delivery,3.8,3727 Reviews,Men Jeans
FABRIZER Men Cargo Jeans,https://www.meesho.com/cargo-jogger-jeans/p/8egioa,https://images.meesho.com/images/products/508014730/0nlai_512.jpg?width=360,₹364,Free Delivery,3.8,28 Reviews,Men Jeans
WOOMNY Men Loose Fit Jeans,https://www.meesho.com/mom-fit-jeans-for-mens/p/7sedi8,https://images.meesho.com/images/products/470963168/ur1gc_512.jpg?width=360,₹619,Free Delivery,3.1,0 Reviews,Men Jeans
Men Regular Jeans,https://www.meesho.com/pack-of-2-mens-jeans/p/9eg679,https://images.meesho.com/images/products/568464741/6kdb4_512.jpg?width=360,₹996,Free Delivery,5,14 Reviews,Men Jeans
Men Regular Jeans,https://www.meesho.com/pack-of-2-mens-jeans/p/9d3472,https://images.meesho.com/images/products/566175998/yy5al_512.jpg?width=360,₹998,Free Delivery,5,24 Reviews,Men Jeans
Classy Modern Women Jeans,https://www.meesho.com/denim-jeans-for-men-stylish-denim-jeansstretchable-denim-jeanshigh-waist-denim-jeansslim-fit-denim-jeansregular-fit-denim-jeansripped-denim-jeanstrendy-denim-jeanscomfortable-denim-jeanscasual-wear-jeansparty-wear-jeansheavy-denim-fabricbranded-look-jeans/p/9bdvjg,https://images.meesho.com/images/products/563318764/nso3g_512.jpg?width=360,₹569,Free Delivery,5,7 Reviews,Men Jeans
Fancy Feminine Women Jeans,https://www.meesho.com/denim-jeans-for-men-stylish-denim-jeansstretchable-denim-jeanshigh-waist-denim-jeansslim-fit-denim-jeansregular-fit-denim-jeansripped-denim-jeanstrendy-denim-jeanscomfortable-denim-jeanscasual-wear-jeansparty-wear-jeansheavy-denim-fabricbranded-look-jeans/p/9bdsm5,https://images.meesho.com/images/products/563314973/lj7qw_512.jpg?width=360,₹598,Free Delivery,4.6,42 Reviews,Men Jeans
Men Denim Slim Fit Stretchable Jeans,https://www.meesho.com/men-denim-slim-fit-stretchable-jeans/p/3siogm,https://images.meesho.com/images/products/229299286/klpbs_512.jpg?width=360,₹391,Free Delivery,3.8,5949 Reviews,Men Jeans
Men Regular Jeans,https://www.meesho.com/g-gods-club-mens-denim-jeans/p/9fi7a7,https://images.meesho.com/images/products/570239071/dmtht_512.jpg?width=360,₹499,Free Delivery,3.2,0 Reviews,Men Jeans
Men Loose Fit Jeans,https://www.meesho.com/mom-fit-jeans-for-mens/p/8vdpgh,https://images.meesho.com/images/products/536437025/lbmd4_512.jpg?width=360,₹632,Free Delivery,3.3,0 Reviews,Men Jeans
RIGBONE Men's Jeans,https://www.meesho.com/rigbone-mens-solid-beige-jeans/p/10zkbg,https://images.meesho.com/images/products/62125468/yyrzg_512.jpg?width=360,₹730,Free Delivery,3.9,4227 Reviews,Men Jeans
Men Regular Jeans,https://www.meesho.com/mens-baggy-jeansmens-mom-fit-jeansmens-jeans-mens-jeans-by-sk/p/9c87tp,https://images.meesho.com/images/products/564734365/xxz5q_512.jpg?width=360,₹692,Free Delivery,3.2,0 Reviews,Men Jeans
Men Regular Jeans,https://www.meesho.com/pack-of-2-mens-jeans/p/9eg518,https://images.meesho.com/images/products/568463228/nxt33_512.jpg?width=360,₹998,Free Delivery,5,12 Reviews,Men Jeans
Men Straight Jeans,https://www.meesho.com/smarttone-mens-classic-blue-wash-straight-fit-jeans-premium-v-b-p-embroidery/p/98lzww,https://images.meesho.com/images/products/558658832/dhlyk_512.jpg?width=360,₹529,Free Delivery,3,0 Reviews,Men Jeans
Men Loose Fit Jeans,https://www.meesho.com/mom-fit-jeans-for-mens/p/86nhin,https://images.meesho.com/images/products/494902895/g57wn_512.jpg?width=360,₹698,Free Delivery,3,0 Reviews,Men Jeans
TRACKnJEANS Men Slim Jeans,https://www.meesho.com/mens-stylish-fancy-funky-jeans/p/9ec9rl,https://images.meesho.com/images/products/568282737/ealpu_512.jpg?width=360,₹646,Free Delivery,2.7,0 Reviews,Men Jeans
Fancy Fabulous Men Jeans,https://www.meesho.com/lzard-jeans/p/g3c5u,https://images.meesho.com/images/products/27029586/8wbfn_512.jpg?width=360,₹898,Free Delivery,3.8,9495 Reviews,Men Jeans
Men Straight Jeans,https://www.meesho.com/mens-baggy-jeansmens-starightfit-jeansmens-jeans-mens-jeans-by-sk/p/9cc59s,https://images.meesho.com/images/products/564917680/zbhrn_512.jpg?width=360,₹751,Free Delivery,3.3,0 Reviews,Men Jeans
Men Loose Fit Jeans,https://www.meesho.com/grey-men-slimfit-jeans-denims-attractivetrendingnarrow-pantsgents-fashion/p/9g96tm,https://images.meesho.com/images/products/571498186/2j1fi_512.jpg?width=360,₹631,Free Delivery,3,0 Reviews,Men Jeans
MOUDLIN Men's Jeans,https://www.meesho.com/mens-regular-fit-unique-denim-skyblue-jeans/p/6z4ypa,https://images.meesho.com/images/products/421815214/tmt2k_512.jpg?width=360,₹574,Free Delivery,3.7,73 Reviews,Men Jeans
Men Slim Jeans,https://www.meesho.com/denim-jeansgrey-jeans-mens-jeansgrey-denim-jeans-for-men/p/9e8l7e,https://images.meesho.com/images/products/568110938/3vfgi_512.jpg?width=360,₹624,Free Delivery,3.8,5 Reviews,Men Jeans
Men Denim Black Jeans,https://www.meesho.com/men-high-qulity-denim-black-jeans-csurgo/p/54yp3q,https://images.meesho.com/images/products/310668182/sjuog_512.jpg?width=360,₹318,Free Delivery,3.7,16471 Reviews,Men Jeans
Men Straight Jeans,https://www.meesho.com/mens-baggy-jeansmens-starightfit-jeansmens-jeans-mens-jeans-by-sk/p/9evqaw,https://images.meesho.com/images/products/569190632/3dccz_512.jpg?width=360,₹757,Free Delivery,3,0 Reviews,Men Jeans
Gorgeous Latest Men Jeans,https://www.meesho.com/monk-black-plain-jeans/p/5ojggn,https://images.meesho.com/images/products/343549463/mxntx_512.jpg?width=360,₹319,Free Delivery,3.8,233 Reviews,Men Jeans
Men Baggy Jeans,https://www.meesho.com/baggy-jeans-for-men-street-denim/p/9chq7r,https://images.meesho.com/images/products/565178103/bmsmb_512.jpg?width=360,₹449,Free Delivery,4.4,24 Reviews,Men Jeans
Men Straight Jeans,https://www.meesho.com/mens-baggy-jeansmens-starightfit-jeansmens-jeans-mens-jeans-by-sk/p/9evg5d,https://images.meesho.com/images/products/569177473/u4dcj_512.jpg?width=360,₹751,Free Delivery,3.2,0 Reviews,Men Jeans
RIGBONE Men's Jeans,https://www.meesho.com/rigbone-mens-relaxed-olive-jeans/p/7713mh,https://images.meesho.com/images/products/435071897/r2hyw_512.jpg?width=360,₹682,Free Delivery,4.3,283 Reviews,Men Jeans
Men Regular Jeans,https://www.meesho.com/mens-primium-quality-zed-black-jeans/p/9931tb,https://images.meesho.com/images/products/559454447/gmrpi_512.jpg?width=360,₹598,Free Delivery,4,29 Reviews,Men Jeans
Trendy Modern Women Jeans,https://www.meesho.com/mens-slim-fit-jeans-mens-skinny-jeans-mens-skinny-jeans-mens-stretchable-jeans-mens-blue-jeans-mens-black-jeans-mens-ripped-jeans-mens-casual-jeans-designer-jeans-comfortable-jeans-for-men/p/9d73w3,https://images.meesho.com/images/products/566362227/juols_512.jpg?width=360,₹602,Free Delivery,2.4,0 Reviews,Men Jeans
Men Slim Jeans,https://www.meesho.com/black-men-jeans-boys-jeans/p/9f6p7k,https://images.meesho.com/images/products/569702432/5lawb_512.jpg?width=360,₹252,Free Delivery,3.2,0 Reviews,Men Jeans
Jeans,https://www.meesho.com/denim-jeans-for-men99-stylish-denim-jeansstretchable-denim-jeanshigh-waist-denim-jeansslim-fit-denim-jeansregular-fit-denim-jeansripped-denim-jeanstrendy-denim-jeanscomfortable-denim-jeanscasual-wear-jeansparty-wear-jeansheavy-denim-fabricbranded-look-jeans/p/9g0af0,https://images.meesho.com/images/products/571082940/4hau3_512.jpg?width=360,₹639,Free Delivery,2.9,0 Reviews,Men Jeans
Men Slim Jeans,https://www.meesho.com/denim-men-jeans/p/96o4ar,https://images.meesho.com/images/products/555398595/yqk3g_512.jpg?width=360,₹404,Free Delivery,4,43 Reviews,Men Jeans
Men Baggy Jeans,https://www.meesho.com/baggy-jeans-for-men-street-denim/p/9dljj3,https://images.meesho.com/images/products/567035679/dosnw_512.jpg?width=360,₹449,Free Delivery,3,0 Reviews,Men Jeans
Men Cargo Jeans,https://www.meesho.com/mens-cargo-jeans-man-denim-cargo-jogger-pant-trendy-jogger-trouser-for-mens-solid-trousers-for-mencombo-trouser-for-mensmens-joggerformal-trouser-for-menscasual-joggercargo-pant-for-men/p/7yslsk,https://images.meesho.com/images/products/481704788/q7err_512.jpg?width=360,₹368,Free Delivery,3.8,2443 Reviews,Men Jeans
Men Straight Jeans,https://www.meesho.com/mens-stretchable-straight-fit-mid-rise-jeans-pack-of-3-grey-olive-khaki/p/92vq1y,https://images.meesho.com/images/products/549034918/w7lqm_512.jpg?width=360,"₹1,028 ",Free Delivery,3.8,33 Reviews,Men Jeans
Men Baggy Jeans,https://www.meesho.com/trendy-mid-waist-baggy-jeans-for-men-street-denim/p/99eqmn,https://images.meesho.com/images/products/559999823/ditne_512.jpg?width=360,₹487,Free Delivery,2.9,0 Reviews,Men Jeans
Men Straight Jeans,https://www.meesho.com/mens-baggy-jeansmens-starightfit-jeansmens-jeans-mens-jeans-by-sk/p/97s6s8,https://images.meesho.com/images/products/557268056/1fqdc_512.jpg?width=360,₹751,Free Delivery,5,11 Reviews,Men Jeans
Men Cotton Blend Black Jeans,https://www.meesho.com/men-cotton-blend-black-jeans/p/63735j,https://images.meesho.com/images/products/368166583/cuku0_512.jpg?width=360,₹383,Free Delivery,3.9,636 Reviews,Men Jeans
Men Regular Jeans,https://www.meesho.com/mens-baggy-jeansmens-mom-fit-jeansmens-jeans-mens-jeans-by-sk/p/9dnft9,https://images.meesho.com/images/products/567124173/yo1kg_512.jpg?width=360,₹751,Free Delivery,3.4,0 Reviews,Men Jeans
Men Straight Jeans,https://www.meesho.com/mens-stretchable-straight-fit-mid-rise-jeans-pack-of-3-black-light-blue-grey/p/92vq2a,https://images.meesho.com/images/products/549034930/cz0u1_512.jpg?width=360,"₹1,028 ",Free Delivery,3.8,67 Reviews,Men Jeans
